epoch,loss,lr,mean_absolute_error,time
0,1.7472453917531916,0.5,1.1868876,22.80399250984192
1,1.787801050270597,0.5,1.2034886,4.768351078033447
2,1.7453321343443045,0.5,1.1878113,1.7659475803375244
3,1.7179138795569693,0.5,1.1744068,1.7548058032989502
