epoch,loss,lr,mean_absolute_error,time
0,1.1151840026347295,0.5,0.88296235,30.922948360443115
1,0.2952485468740633,0.5,0.44768676,17.205286264419556
2,0.23798466518443698,0.5,0.39791083,16.78373885154724
3,0.21218327569135909,0.5,0.37392756,11.70496153831482
