epoch,loss,lr,mean_absolute_error,time
0,0.12117100761436934,0.5,0.28820717,8.538796663284302
1,0.1003934920439254,0.5,0.26538992,2.3465969562530518
2,0.09436671998385766,0.5,0.25964293,2.269498109817505
3,0.0912821661925894,0.5,0.25483474,2.25091552734375
