epoch,loss,lr,mean_absolute_error,time
0,0.11366162557824092,0.5,0.27978528,15.574817657470703
1,0.09432961602833718,0.5,0.26097763,2.6593425273895264
2,0.09174349782747034,0.5,0.25839093,2.5635879039764404
3,0.09009103901585527,0.5,0.2565413,2.491988182067871
