epoch,loss,lr,mean_absolute_error,time
0,1.6433316459394214,0.5,1.1428242,21.93634033203125
1,1.2542669405738707,0.5,0.95381945,4.353065490722656
2,0.3745047835474603,0.5,0.50082886,1.7448935508728027
3,0.27805126702181343,0.5,0.43348455,1.7542462348937988
