epoch,loss,lr,mean_absolute_error,time
0,1.704236001044046,0.5,1.1707335,21.10271668434143
1,1.7019270666952555,0.5,1.170184,4.351460933685303
2,1.733286346118742,0.5,1.1843985,1.8170983791351318
3,1.7486877662556557,0.5,1.1885188,1.7494573593139648
