epoch,loss,lr,mean_absolute_error,time
0,1.7352044852498996,0.5,1.1844523,24.661224603652954
1,1.7229793687389852,0.5,1.1797812,5.068986654281616
2,1.7220199270523153,0.5,1.179851,2.1517324447631836
3,1.7175712496051951,0.5,1.1779649,2.0716357231140137
