epoch,loss,lr,mean_absolute_error,time
0,1.7303487659431995,0.5,1.1854317,30.10750913619995
1,1.7121879285434263,0.5,1.1779131,17.215193033218384
2,1.7053661660756916,0.5,1.1755323,17.056297063827515
3,1.7031146556604655,0.5,1.1744255,11.478206872940063
