epoch,loss,lr,mean_absolute_error,time
0,0.8691901506117271,0.5,0.75432724,30.200722455978394
1,0.2804722470482011,0.5,0.44080725,5.6579484939575195
2,0.24928506208390294,0.5,0.41105574,2.487128257751465
3,0.2328356117373551,0.5,0.39491242,2.5244240760803223
