epoch,loss,lr,mean_absolute_error,time
0,1.1551742425222262,0.5,0.901366,29.807963132858276
1,0.29561870363848186,0.5,0.45388234,5.347016334533691
2,0.2553631365485268,0.5,0.41723737,2.5289716720581055
3,0.23327393411778274,0.5,0.39522907,2.3387744426727295
