epoch,loss,lr,mean_absolute_error,time
0,1.778767149313353,0.5,1.1970063,30.279449939727783
1,1.6966759120114148,0.5,1.1647947,15.515920162200928
2,1.6784479263005778,0.5,1.159182,15.39923906326294
3,1.6846590007189661,0.5,1.1612662,10.564433574676514
