epoch,loss,lr,mean_absolute_error,time
0,1.4306547767429643,0.5,1.0365394,25.893798112869263
1,0.3500201390656912,0.5,0.48856604,5.043470144271851
2,0.2767944429783711,0.5,0.43658346,2.284458637237549
3,0.2515812071894553,0.5,0.41295537,2.133485794067383
