epoch,loss,lr,mean_absolute_error,time
0,1.7338093178501972,0.5,1.1829889,24.245740175247192
1,1.726005389728622,0.5,1.1804557,4.84472393989563
2,1.7717691100939796,0.5,1.2000607,1.7879829406738281
3,1.727591332552644,0.5,1.1811919,1.80961012840271
