epoch,loss,lr,mean_absolute_error,time
0,0.11334420052594396,0.5,0.28117234,11.69682264328003
1,0.09775724590175135,0.5,0.26538193,2.3234403133392334
2,0.09442166236749472,0.5,0.26270875,2.234520435333252
3,0.09376664416474037,0.5,0.2621739,2.217103958129883
