epoch,loss,lr,mean_absolute_error,time
0,0.11033434607846478,0.5,0.27692086,7.656214714050293
1,0.09537979047430174,0.5,0.26120505,2.2996129989624023
2,0.0917847045657254,0.5,0.25739658,2.1983721256256104
3,0.09129064209143203,0.5,0.25836068,2.1912753582000732
