epoch,loss,lr,mean_absolute_error,time
0,1.7774101103277644,0.5,1.2054381,28.567951440811157
1,1.744570495779044,0.5,1.1913891,17.030373573303223
2,1.771880724496441,0.5,1.202962,16.620826721191406
3,1.774305534476298,0.5,1.2043649,11.414845705032349
