epoch,loss,lr,mean_absolute_error,time
0,0.1058463165211606,0.5,0.27186763,17.284961938858032
1,0.09244826452909972,0.5,0.25929067,3.1748416423797607
2,0.09011518346187113,0.5,0.25699133,3.217487335205078
3,0.08876551339574235,0.5,0.2556515,3.006014347076416
